Site,Transect,Quadrat,CPCE Point,Substrate,GF,Scar
Green Rock,GR1,31,4,TUR,NA,NA
Green Rock,GR1,31,5,TUR,NA,NA
Green Rock,GR1,31,6,HC,SUB,NA
Green Rock,GR1,31,7,TUR,NA,NA
Green Rock,GR1,31,8,TUR,NA,NA
Green Rock,GR1,31,9,TUR,NA,NA
Green Rock,GR1,31,10,OB,NA,NA
Green Rock,GR1,31,11,TUR,NA,NA
Green Rock,GR1,31,12,TUR,NA,NA
Green Rock,GR1,31,13,HC,FUN,NA
Green Rock,GR1,31,14,TUR,NA,NA
Green Rock,GR1,31,15,TUR,NA,NA
Green Rock,GR1,31,16,OB,NA,NA
Green Rock,GR1,31,17,TUR,NA,NA
Green Rock,GR1,31,18,TUR,NA,NA
Green Rock,GR1,31,19,TUR,NA,NA
Green Rock,GR1,31,20,TUR,NA,NA
Green Rock,GR1,31,21,TUR,NA,NA
Green Rock,GR1,31,22,TUR,NA,NA
Green Rock,GR1,31,23,TUR,NA,NA
Green Rock,GR1,31,24,TUR,NA,NA
Green Rock,GR1,31,25,TUR,NA,NA
Green Rock,GR1,32,1,TUR,NA,NA
Green Rock,GR1,32,2,TUR,NA,NA
Green Rock,GR1,32,3,TUR,NA,NA
Green Rock,GR1,32,4,TUR,NA,NA
Green Rock,GR1,32,5,TUR,NA,NA
Green Rock,GR1,32,6,TUR,NA,NA
Green Rock,GR1,32,7,TUR,NA,NA
Green Rock,GR1,32,8,TUR,NA,NA
Green Rock,GR1,32,9,TUR,NA,NA
Green Rock,GR1,32,10,TUR,NA,NA
Green Rock,GR1,32,11,TUR,NA,NA
Green Rock,GR1,32,12,TUR,NA,NA
Green Rock,GR1,32,13,TUR,NA,NA
Green Rock,GR1,32,14,TUR,NA,NA
Green Rock,GR1,32,15,TUR,NA,NA
Green Rock,GR1,32,16,TUR,NA,NA
Green Rock,GR1,32,17,OB,NA,NA
Green Rock,GR1,32,18,TUR,NA,NA
Green Rock,GR1,32,19,TUR,NA,NA
Green Rock,GR1,32,20,TUR,NA,NA
Green Rock,GR1,32,21,TUR,NA,NA
Green Rock,GR1,32,22,TUR,NA,NA
Green Rock,GR1,32,23,TUR,NA,NA
Green Rock,GR1,32,24,OB,NA,NA
Green Rock,GR1,32,25,TUR,NA,NA
Green Rock,GR1,33,1,TUR,NA,NA
Green Rock,GR1,33,2,TUR,NA,NA
Green Rock,GR1,33,3,TUR,NA,NA
Green Rock,GR1,33,4,TUR,NA,NA
Green Rock,GR1,33,5,TUR,NA,NA
Green Rock,GR1,33,6,TUR,NA,NA
Green Rock,GR1,33,7,TUR,NA,NA
Green Rock,GR1,33,8,TUR,NA,NA
Green Rock,GR1,33,9,TUR,NA,NA
Green Rock,GR1,33,10,TUR,NA,NA
Green Rock,GR1,33,11,TUR,NA,NA
Green Rock,GR1,33,12,TUR,NA,NA
Green Rock,GR1,33,13,TUR,NA,NA
Green Rock,GR1,33,14,TUR,NA,NA
Green Rock,GR1,33,15,TUR,NA,NA
Green Rock,GR1,33,16,TUR,NA,NA
Green Rock,GR1,33,17,TUR,NA,NA
Green Rock,GR1,33,18,TUR,NA,NA
Green Rock,GR1,33,19,TUR,NA,NA
Green Rock,GR1,33,20,TUR,NA,NA
Green Rock,GR1,33,21,TUR,NA,NA
Green Rock,GR1,33,22,TUR,NA,NA
Green Rock,GR1,33,23,TUR,NA,NA
Green Rock,GR1,33,24,TUR,NA,NA
Green Rock,GR1,33,25,TUR,NA,NA
Green Rock,GR1,34,1,AB,NA,NA
Green Rock,GR1,34,2,TUR,NA,NA
Green Rock,GR1,34,3,TUR,NA,NA
Green Rock,GR1,34,4,TUR,NA,NA
Green Rock,GR1,34,5,TUR,NA,NA
Green Rock,GR1,34,6,TUR,NA,NA
Green Rock,GR1,34,7,TUR,NA,NA
Green Rock,GR1,34,8,TUR,NA,NA
Green Rock,GR1,34,9,HC,MAS,NA
Green Rock,GR1,34,10,TUR,NA,NA
Green Rock,GR1,34,11,HC,MAS,NA
Green Rock,GR1,34,12,AB,NA,NA
Green Rock,GR1,34,13,TUR,NA,NA
Green Rock,GR1,34,14,AB,NA,NA
Green Rock,GR1,34,15,HC,MAS,NA
Green Rock,GR1,34,16,TUR,NA,NA
Green Rock,GR1,34,17,TUR,NA,NA
Green Rock,GR1,34,18,TUR,NA,NA
Green Rock,GR1,34,19,TUR,NA,NA
Green Rock,GR1,34,20,OB,NA,NA
Green Rock,GR1,34,21,AB,NA,NA
Green Rock,GR1,34,22,TUR,NA,NA
Green Rock,GR1,34,23,TUR,NA,NA
Green Rock,GR1,34,24,TUR,NA,NA
Green Rock,GR1,34,25,TUR,NA,NA
Green Rock,GR1,35,1,HC,MAS,NA
Green Rock,GR1,35,2,HC,MAS,NA
Green Rock,GR1,35,3,HC,MAS,NA
Green Rock,GR1,35,4,TUR,NA,NA
Green Rock,GR1,35,5,HC,MAS,NA
Green Rock,GR1,35,6,HC,MAS,NA
Green Rock,GR1,35,7,HC,MAS,NA
Green Rock,GR1,35,8,TUR,NA,NA
Green Rock,GR1,35,9,HC,MAS,NA
Green Rock,GR1,35,10,HC,MAS,NA
Green Rock,GR1,35,11,HC,MAS,NA
Green Rock,GR1,35,12,HC,MAS,NA
Green Rock,GR1,35,13,HC,MAS,NA
Green Rock,GR1,35,14,TUR,NA,NA
Green Rock,GR1,35,15,HC,MAS,NA
Green Rock,GR1,35,16,HC,MAS,NA
Green Rock,GR1,35,17,HC,MAS,NA
Green Rock,GR1,35,18,HC,MAS,NA
Green Rock,GR1,35,19,HC,MAS,NA
Green Rock,GR1,35,20,HC,MAS,NA
Green Rock,GR1,35,21,HC,MAS,NA
Green Rock,GR1,35,22,HC,MAS,NA
Green Rock,GR1,35,23,HC,MAS,NA
Green Rock,GR1,35,24,HC,MAS,NA
Green Rock,GR1,35,25,HC,MAS,NA
Green Rock,GR1,36,1,AB,NA,NA
Green Rock,GR1,36,2,HC,SUB,NA
Green Rock,GR1,36,3,TUR,NA,NA
Green Rock,GR1,36,4,TUR,NA,NA
Green Rock,GR1,36,5,TUR,NA,NA
Green Rock,GR1,36,6,TUR,NA,NA
Green Rock,GR1,36,7,TUR,NA,NA
Green Rock,GR1,36,8,OB,NA,NA
Green Rock,GR1,36,9,TUR,NA,NA
Green Rock,GR1,36,10,TUR,NA,NA
Green Rock,GR1,36,11,AB,NA,NA
Green Rock,GR1,36,12,HC,SUB,NA
Green Rock,GR1,36,13,TUR,NA,NA
Green Rock,GR1,36,14,TUR,NA,NA
Green Rock,GR1,36,15,TUR,NA,NA
Green Rock,GR1,36,16,HC,FUN,NA
Green Rock,GR1,36,17,TUR,NA,NA
Green Rock,GR1,36,18,AB,NA,NA
Green Rock,GR1,36,19,TUR,NA,NA
Green Rock,GR1,36,20,TUR,NA,NA
Green Rock,GR1,36,21,AB,NA,NA
Green Rock,GR1,36,22,TUR,NA,NA
Green Rock,GR1,36,23,TUR,NA,NA
Green Rock,GR1,36,24,TUR,NA,NA
Green Rock,GR1,36,25,TUR,NA,NA
Green Rock,GR1,37,1,TUR,NA,NA
Green Rock,GR1,37,2,TUR,NA,NA
Green Rock,GR1,37,3,TUR,NA,NA
Green Rock,GR1,37,4,TUR,NA,NA
Green Rock,GR1,37,5,TUR,NA,NA
Green Rock,GR1,37,6,HC,SUB,NA
Green Rock,GR1,37,7,TUR,NA,NA
Green Rock,GR1,37,8,TUR,NA,NA
Green Rock,GR1,37,9,TUR,NA,NA
Green Rock,GR1,37,10,TUR,NA,NA
Green Rock,GR1,37,11,HC,SUB,NA
Green Rock,GR1,37,12,TUR,NA,NA
Green Rock,GR1,37,13,HC,ENC,NA
Green Rock,GR1,37,14,OB,NA,NA
Green Rock,GR1,37,15,OB,NA,NA
Green Rock,GR1,37,16,OB,NA,NA
Green Rock,GR1,37,17,AB,NA,NA
Green Rock,GR1,37,18,HC,SUB,NA
Green Rock,GR1,37,19,TUR,NA,NA
Green Rock,GR1,37,20,TUR,NA,NA
Green Rock,GR1,37,21,MAC,NA,NA
Green Rock,GR1,37,22,OB,NA,NA
Green Rock,GR1,37,23,TUR,NA,NA
Green Rock,GR1,37,24,TUR,NA,NA
Green Rock,GR1,37,25,OB,NA,NA
Green Rock,GR1,38,1,TUR,NA,NA
Green Rock,GR1,38,2,TUR,NA,NA
Green Rock,GR1,38,3,TUR,NA,NA
Green Rock,GR1,38,4,TUR,NA,NA
Green Rock,GR1,38,5,UK,NA,NA
Green Rock,GR1,38,6,TUR,NA,NA
Green Rock,GR1,38,7,HC,SUB,NA
Green Rock,GR1,38,8,TUR,NA,NA
Green Rock,GR1,38,9,TUR,NA,NA
Green Rock,GR1,38,10,TUR,NA,NA
Green Rock,GR1,38,11,HC,SUB,NA
Green Rock,GR1,38,12,HC,SUB,NA
Green Rock,GR1,38,13,AB,NA,NA
Green Rock,GR1,38,14,AB,NA,NA
Green Rock,GR1,38,15,TUR,NA,NA
Green Rock,GR1,38,16,TUR,NA,NA
Green Rock,GR1,38,17,HC,SUB,NA
Green Rock,GR1,38,18,HC,SUB,NA
Green Rock,GR1,38,19,TUR,NA,NA
Green Rock,GR1,38,20,AB,NA,NA
Green Rock,GR1,38,21,AB,NA,NA
Green Rock,GR1,38,22,HC,SUB,NA
Green Rock,GR1,38,23,HC,FUN,NA
Green Rock,GR1,38,24,TUR,NA,NA
Green Rock,GR1,38,25,HC,SUB,NA
Green Rock,GR1,39,1,AB,NA,NA
Green Rock,GR1,39,2,TUR,NA,NA
Green Rock,GR1,39,3,TUR,NA,NA
Green Rock,GR1,39,4,AB,NA,NA
Green Rock,GR1,39,5,TUR,NA,NA
Green Rock,GR1,39,6,OB,NA,NA
Green Rock,GR1,39,7,HC,SUB,NA
Green Rock,GR1,39,8,TUR,NA,NA
Green Rock,GR1,39,9,OB,NA,NA
Green Rock,GR1,39,10,TUR,NA,NA
Green Rock,GR1,39,11,TUR,NA,NA
Green Rock,GR1,39,12,TUR,NA,NA
Green Rock,GR1,39,13,AB,NA,NA
Green Rock,GR1,39,14,TUR,NA,NA
Green Rock,GR1,39,15,TUR,NA,NA
Green Rock,GR1,39,16,TUR,NA,NA
Green Rock,GR1,39,17,TUR,NA,NA
Green Rock,GR1,39,18,TUR,NA,NA
Green Rock,GR1,39,19,TUR,NA,NA
Green Rock,GR1,39,20,TUR,NA,NA
Green Rock,GR1,39,21,TUR,NA,NA
Green Rock,GR1,39,22,TUR,NA,NA
Green Rock,GR1,39,23,MAC,NA,NA
Green Rock,GR1,39,24,OB,NA,NA
Green Rock,GR1,39,25,AB,NA,NA
Green Rock,GR1,40,1,AB,NA,NA
Green Rock,GR1,40,2,TUR,NA,NA
Green Rock,GR1,40,3,AB,NA,NA
Green Rock,GR1,40,4,TUR,NA,NA
Green Rock,GR1,40,5,AB,NA,NA
Green Rock,GR1,40,6,AB,NA,NA
Green Rock,GR1,40,7,AB,NA,NA
Green Rock,GR1,40,8,TUR,NA,NA
Green Rock,GR1,40,9,TUR,NA,NA
Green Rock,GR1,40,10,TUR,NA,NA
Green Rock,GR1,40,11,TUR,NA,NA
Green Rock,GR1,40,12,TUR,NA,NA
Green Rock,GR1,40,13,AB,NA,NA
Green Rock,GR1,40,14,TUR,NA,NA
Green Rock,GR1,40,15,TUR,NA,NA
Green Rock,GR1,40,16,AB,NA,NA
Green Rock,GR1,40,17,TUR,NA,NA
Green Rock,GR1,40,18,TUR,NA,NA
Green Rock,GR1,40,19,AB,NA,NA
Green Rock,GR1,40,20,TUR,NA,NA
Green Rock,GR1,40,21,AB,NA,NA
Green Rock,GR1,40,22,TUR,NA,NA
Green Rock,GR1,40,23,AB,NA,NA
Green Rock,GR1,40,24,TUR,NA,NA
Green Rock,GR1,40,25,TUR,NA,NA
Green Rock,GR1,41,1,OB,NA,NA
Green Rock,GR1,41,2,AB,NA,NA
Green Rock,GR1,41,3,TUR,NA,NA
Green Rock,GR1,41,4,TUR,NA,NA
Green Rock,GR1,41,5,AB,NA,NA
Green Rock,GR1,41,6,TUR,NA,NA
Green Rock,GR1,41,7,TUR,NA,NA
Green Rock,GR1,41,8,TUR,NA,NA
Green Rock,GR1,41,9,TUR,NA,NA
Green Rock,GR1,41,10,TUR,NA,NA
Green Rock,GR1,41,11,TUR,NA,NA
Green Rock,GR1,41,12,TUR,NA,NA
Green Rock,GR1,41,13,OB,NA,NA
Green Rock,GR1,41,14,TUR,NA,NA
Green Rock,GR1,41,15,TUR,NA,NA
Green Rock,GR1,41,16,TUR,NA,NA
Green Rock,GR1,41,17,TUR,NA,NA
Green Rock,GR1,41,18,TUR,NA,NA
Green Rock,GR1,41,19,TUR,NA,NA
Green Rock,GR1,41,20,AB,NA,NA
Green Rock,GR1,41,21,OB,NA,NA
Green Rock,GR1,41,22,TUR,NA,NA
Green Rock,GR1,41,23,TUR,NA,NA
Green Rock,GR1,41,24,MAC,NA,NA
Green Rock,GR1,41,25,TUR,NA,NA
Green Rock,GR1,42,1,HC,SUB,NA
Green Rock,GR1,42,2,HC,SUB,NA
Green Rock,GR1,42,3,HC,SUB,NA
Green Rock,GR1,42,4,HC,SUB,NA
Green Rock,GR1,42,5,HC,SUB,NA
Green Rock,GR1,42,6,HC,SUB,NA
Green Rock,GR1,42,7,HC,SUB,NA
Green Rock,GR1,42,8,HC,SUB,NA
Green Rock,GR1,42,9,HC,SUB,NA
Green Rock,GR1,42,10,HC,SUB,NA
Green Rock,GR1,42,11,HC,SUB,NA
Green Rock,GR1,42,12,HC,SUB,NA
Green Rock,GR1,42,13,TUR,NA,NA
Green Rock,GR1,42,14,HC,SUB,NA
Green Rock,GR1,42,15,HC,SUB,NA
Green Rock,GR1,42,16,OB,NA,NA
Green Rock,GR1,42,17,HC,SUB,NA
Green Rock,GR1,42,18,HC,SUB,NA
Green Rock,GR1,42,19,HC,SUB,NA
Green Rock,GR1,42,20,HC,SUB,NA
Green Rock,GR1,42,21,OB,NA,NA
Green Rock,GR1,42,22,HC,SUB,NA
Green Rock,GR1,42,23,OB,NA,NA
Green Rock,GR1,42,24,TUR,NA,NA
Green Rock,GR1,42,25,HC,SUB,NA
Green Rock,GR1,43,1,TUR,NA,NA
Green Rock,GR1,43,2,HC,SUB,NA
Green Rock,GR1,43,3,OB,NA,NA
Green Rock,GR1,43,4,HC,SUB,NA
Green Rock,GR1,43,5,HC,SUB,NA
Green Rock,GR1,43,6,HC,SUB,NA
Green Rock,GR1,43,7,TUR,NA,NA
Green Rock,GR1,43,8,HC,SUB,NA
Green Rock,GR1,43,9,HC,SUB,NA
Green Rock,GR1,43,10,HC,SUB,NA
Green Rock,GR1,43,11,HC,SUB,NA
Green Rock,GR1,43,12,TUR,NA,NA
Green Rock,GR1,43,13,HC,SUB,NA
Green Rock,GR1,43,14,HC,SUB,NA
Green Rock,GR1,43,15,TUR,NA,NA
Green Rock,GR1,43,16,HC,SUB,NA
Green Rock,GR1,43,17,HC,SUB,NA
Green Rock,GR1,43,18,TUR,NA,NA
Green Rock,GR1,43,19,HC,SUB,NA
Green Rock,GR1,43,20,HC,SUB,NA
Green Rock,GR1,43,21,HC,SUB,NA
Green Rock,GR1,43,22,OB,NA,NA
Green Rock,GR1,43,23,TUR,NA,NA
Green Rock,GR1,43,24,HC,SUB,NA
Green Rock,GR1,43,25,TUR,NA,NA
Green Rock,GR1,44,1,TUR,NA,NA
Green Rock,GR1,44,2,TUR,NA,NA
Green Rock,GR1,44,3,HC,SUB,NA
Green Rock,GR1,44,4,TUR,NA,NA
Green Rock,GR1,44,5,HC,SUB,NA
Green Rock,GR1,44,6,HC,SUB,NA
Green Rock,GR1,44,7,HC,SUB,NA
Green Rock,GR1,44,8,TUR,NA,NA
Green Rock,GR1,44,9,HC,SUB,NA
Green Rock,GR1,44,10,HC,SUB,NA
Green Rock,GR1,44,11,TUR,NA,NA
Green Rock,GR1,44,12,OB,NA,NA
Green Rock,GR1,44,13,HC,SUB,NA
Green Rock,GR1,44,14,HC,SUB,NA
Green Rock,GR1,44,15,HC,SUB,NA
Green Rock,GR1,44,16,TUR,NA,NA
Green Rock,GR1,44,17,HC,SUB,NA
Green Rock,GR1,44,18,HC,SUB,NA
Green Rock,GR1,44,19,HC,SUB,NA
Green Rock,GR1,44,20,HC,SUB,NA
Green Rock,GR1,44,21,TUR,NA,NA
Green Rock,GR1,44,22,OB,NA,NA
Green Rock,GR1,44,23,TUR,NA,NA
Green Rock,GR1,44,24,TUR,NA,NA
Green Rock,GR1,44,25,HC,SUB,NA
Green Rock,GR1,45,1,AB,NA,NA
Green Rock,GR1,45,2,TUR,NA,NA
Green Rock,GR1,45,3,TUR,NA,NA
Green Rock,GR1,45,4,TUR,NA,NA
Green Rock,GR1,45,5,TUR,NA,NA
Green Rock,GR1,45,6,AB,NA,NA
Green Rock,GR1,45,7,TUR,NA,NA
Green Rock,GR1,45,8,TUR,NA,NA
Green Rock,GR1,45,9,TUR,NA,NA
Green Rock,GR1,45,10,AB,NA,NA
Green Rock,GR1,45,11,TUR,NA,NA
Green Rock,GR1,45,12,OB,NA,NA
Green Rock,GR1,45,13,OB,NA,NA
Green Rock,GR1,45,14,TUR,NA,NA
Green Rock,GR1,45,15,TUR,NA,NA
Green Rock,GR1,45,16,TUR,NA,NA
Green Rock,GR1,45,17,TUR,NA,NA
Green Rock,GR1,45,18,HC,SUB,NA
Green Rock,GR1,45,19,HC,SUB,NA
Green Rock,GR1,45,20,TUR,NA,NA
Green Rock,GR1,45,21,TUR,NA,NA
Green Rock,GR1,45,22,HC,SUB,NA
Green Rock,GR1,45,23,TUR,NA,NA
Green Rock,GR1,45,24,HC,SUB,NA
Green Rock,GR1,45,25,HC,SUB,NA
Green Rock,GR1,46,1,HC,SUB,NA
Green Rock,GR1,46,2,HC,SUB,NA
Green Rock,GR1,46,3,TUR,NA,NA
Green Rock,GR1,46,4,TUR,NA,NA
Green Rock,GR1,46,5,HC,ENC,NA
Green Rock,GR1,46,6,HC,SUB,NA
Green Rock,GR1,46,7,TUR,NA,NA
Green Rock,GR1,46,8,HC,SUB,NA
Green Rock,GR1,46,9,HC,SUB,NA
Green Rock,GR1,46,10,AB,NA,NA
Green Rock,GR1,46,11,OB,NA,NA
Green Rock,GR1,46,12,TUR,NA,NA
Green Rock,GR1,46,13,TUR,NA,NA
Green Rock,GR1,46,14,TUR,NA,NA
Green Rock,GR1,46,15,OB,NA,NA
Green Rock,GR1,46,16,HC,SUB,NA
Green Rock,GR1,46,17,TUR,NA,NA
Green Rock,GR1,46,18,AB,NA,NA
Green Rock,GR1,46,19,OB,NA,NA
Green Rock,GR1,46,20,OB,NA,NA
Green Rock,GR1,46,21,OB,NA,NA
Green Rock,GR1,46,22,OB,NA,NA
Green Rock,GR1,46,23,HC,SUB,NA
Green Rock,GR1,46,24,OB,NA,NA
Green Rock,GR1,46,25,OB,NA,NA
Green Rock,GR1,47,1,TUR,NA,NA
Green Rock,GR1,47,2,TUR,NA,NA
Green Rock,GR1,47,3,AB,NA,NA
Green Rock,GR1,47,4,TUR,NA,NA
Green Rock,GR1,47,5,TUR,NA,NA
Green Rock,GR1,47,6,TUR,NA,NA
Green Rock,GR1,47,7,TUR,NA,NA
Green Rock,GR1,47,8,AB,NA,NA
Green Rock,GR1,47,9,TUR,NA,NA
Green Rock,GR1,47,10,TUR,NA,NA
Green Rock,GR1,47,11,TUR,NA,NA
Green Rock,GR1,47,12,TUR,NA,NA
Green Rock,GR1,47,13,AB,NA,NA
Green Rock,GR1,47,14,AB,NA,NA
Green Rock,GR1,47,15,TUR,NA,NA
Green Rock,GR1,47,16,TUR,NA,NA
Green Rock,GR1,47,17,TUR,NA,NA
Green Rock,GR1,47,18,TUR,NA,NA
Green Rock,GR1,47,19,TUR,NA,NA
Green Rock,GR1,47,20,TUR,NA,NA
Green Rock,GR1,47,21,MAC,NA,NA
Green Rock,GR1,47,22,TUR,NA,NA
Green Rock,GR1,47,23,TUR,NA,NA
Green Rock,GR1,47,24,TUR,NA,NA
Green Rock,GR1,47,25,AB,NA,NA
Green Rock,GR1,48,1,TUR,NA,NA
Green Rock,GR1,48,2,TUR,NA,NA
Green Rock,GR1,48,3,OB,NA,NA
Green Rock,GR1,48,4,TUR,NA,NA
Green Rock,GR1,48,5,TUR,NA,NA
Green Rock,GR1,48,6,HC,SUB,NA
Green Rock,GR1,48,7,TUR,NA,NA
Green Rock,GR1,48,8,TUR,NA,NA
Green Rock,GR1,48,9,HC,MAS,NA
Green Rock,GR1,48,10,TUR,NA,NA
Green Rock,GR1,48,11,TUR,NA,NA
Green Rock,GR1,48,12,TUR,NA,NA
Green Rock,GR1,48,13,TUR,NA,NA
Green Rock,GR1,48,14,AB,NA,NA
Green Rock,GR1,48,15,OB,NA,NA
Green Rock,GR1,48,16,TUR,NA,NA
Green Rock,GR1,48,17,AB,NA,NA
Green Rock,GR1,48,18,TUR,NA,NA
Green Rock,GR1,48,19,HC,LAM,NA
Green Rock,GR1,48,20,AB,NA,NA
Green Rock,GR1,48,21,HC,MAS,NA
Green Rock,GR1,48,22,AB,NA,NA
Green Rock,GR1,48,23,TUR,NA,NA
Green Rock,GR1,48,24,AB,NA,NA
Green Rock,GR1,48,25,HC,MAS,NA
Green Rock,GR1,49,1,AB,NA,NA
Green Rock,GR1,49,2,TUR,NA,NA
Green Rock,GR1,49,3,TUR,NA,NA
Green Rock,GR1,49,4,TUR,NA,NA
Green Rock,GR1,49,5,TUR,NA,NA
Green Rock,GR1,49,6,TUR,NA,NA
Green Rock,GR1,49,7,TUR,NA,NA
Green Rock,GR1,49,8,HC,SUB,NA
Green Rock,GR1,49,9,TUR,NA,NA
Green Rock,GR1,49,10,TUR,NA,NA
Green Rock,GR1,49,11,TUR,NA,NA
Green Rock,GR1,49,12,TUR,NA,NA
Green Rock,GR1,49,13,TUR,NA,NA
Green Rock,GR1,49,14,TUR,NA,NA
Green Rock,GR1,49,15,TUR,NA,NA
Green Rock,GR1,49,16,TUR,NA,NA
Green Rock,GR1,49,17,AB,NA,NA
Green Rock,GR1,49,18,AB,NA,NA
Green Rock,GR1,49,19,TUR,NA,NA
Green Rock,GR1,49,20,TUR,NA,NA
Green Rock,GR1,49,21,TUR,NA,NA
Green Rock,GR1,49,22,AB,NA,NA
Green Rock,GR1,49,23,TUR,NA,NA
Green Rock,GR1,49,24,TUR,NA,NA
Green Rock,GR1,49,25,TUR,NA,NA
Green Rock,GR1,50,1,HC,LAM,NA
Green Rock,GR1,50,2,HC,LAM,NA
Green Rock,GR1,50,3,HC,LAM,NA
Green Rock,GR1,50,4,HC,LAM,NA
Green Rock,GR1,50,5,HC,LAM,NA
Green Rock,GR1,50,6,HC,LAM,NA
Green Rock,GR1,50,7,HC,MAS,NA
Green Rock,GR1,50,8,TUR,NA,NA
Green Rock,GR1,50,9,HC,LAM,NA
Green Rock,GR1,50,10,HC,LAM,NA
Green Rock,GR1,50,11,HC,LAM,NA
Green Rock,GR1,50,12,HC,LAM,NA
Green Rock,GR1,50,13,TUR,NA,NA
Green Rock,GR1,50,14,HC,LAM,NA
Green Rock,GR1,50,15,HC,LAM,NA
Green Rock,GR1,50,16,TUR,NA,NA
Green Rock,GR1,50,17,HC,LAM,NA
Green Rock,GR1,50,18,HC,LAM,NA
Green Rock,GR1,50,19,HC,LAM,NA
Green Rock,GR1,50,20,HC,LAM,NA
Green Rock,GR1,50,21,HC,LAM,NA
Green Rock,GR1,50,22,TUR,NA,NA
Green Rock,GR1,50,23,HC,LAM,NA
Green Rock,GR1,50,24,TUR,NA,NA
Green Rock,GR1,50,25,HC,LAM,NA
Green Rock,GR2,1,1,HC,SUB,NA
Green Rock,GR2,1,2,HC,SUB,NA
Green Rock,GR2,1,3,TUR,NA,NA
Green Rock,GR2,1,4,HC,SUB,NA
Green Rock,GR2,1,5,HC,SUB,NA
Green Rock,GR2,1,6,HC,SUB,NA
Green Rock,GR2,1,7,HC,SUB,NA
Green Rock,GR2,1,8,HC,SUB,NA
Green Rock,GR2,1,9,HC,SUB,NA
Green Rock,GR2,1,10,HC,SUB,NA
Green Rock,GR2,1,11,HC,SUB,NA
Green Rock,GR2,1,12,HC,SUB,NA
Green Rock,GR2,1,13,TUR,NA,NA
Green Rock,GR2,1,14,HC,SUB,NA
Green Rock,GR2,1,15,HC,SUB,NA
Green Rock,GR2,1,16,HC,SUB,NA
Green Rock,GR2,1,17,HC,SUB,NA
Green Rock,GR2,1,18,HC,SUB,NA
Green Rock,GR2,1,19,HC,SUB,NA
Green Rock,GR2,1,20,HC,SUB,NA
Green Rock,GR2,1,21,HC,SUB,NA
Green Rock,GR2,1,22,HC,SUB,NA
Green Rock,GR2,1,23,HC,SUB,NA
Green Rock,GR2,1,24,HC,SUB,NA
Green Rock,GR2,1,25,HC,SUB,NA
Green Rock,GR2,2,1,HC,MAS,NA
Green Rock,GR2,2,2,HC,SUB,NA
Green Rock,GR2,2,3,TUR,NA,NA
Green Rock,GR2,2,4,HC,SUB,NA
Green Rock,GR2,2,5,HC,SUB,NA
Green Rock,GR2,2,6,HC,SUB,NA
Green Rock,GR2,2,7,AB,NA,NA
Green Rock,GR2,2,8,TUR,NA,NA
Green Rock,GR2,2,9,TUR,NA,NA
Green Rock,GR2,2,10,HC,SUB,NA
Green Rock,GR2,2,11,HC,SUB,NA
Green Rock,GR2,2,12,TUR,NA,NA
Green Rock,GR2,2,13,TUR,NA,NA
Green Rock,GR2,2,14,TUR,NA,NA
Green Rock,GR2,2,15,OB,NA,NA
Green Rock,GR2,2,16,HC,SUB,NA
Green Rock,GR2,2,17,TUR,NA,NA
Green Rock,GR2,2,18,TUR,NA,NA
Green Rock,GR2,2,19,TUR,NA,NA
Green Rock,GR2,2,20,TUR,NA,NA
Green Rock,GR2,2,21,HC,SUB,NA
Green Rock,GR2,2,22,HC,SUB,NA
Green Rock,GR2,2,23,HC,MAS,NA
Green Rock,GR2,2,24,HC,SUB,NA
Green Rock,GR2,2,25,TUR,NA,NA
Green Rock,GR2,3,1,HC,SUB,NA
Green Rock,GR2,3,2,TUR,NA,NA
Green Rock,GR2,3,3,HC,SUB,NA
Green Rock,GR2,3,4,TUR,NA,NA
Green Rock,GR2,3,5,TUR,NA,NA
Green Rock,GR2,3,6,HC,SUB,NA
Green Rock,GR2,3,7,UK,NA,NA
Green Rock,GR2,3,8,AB,NA,NA
Green Rock,GR2,3,9,TUR,NA,NA
Green Rock,GR2,3,10,HC,SUB,NA
Green Rock,GR2,3,11,HC,SUB,NA
Green Rock,GR2,3,12,HC,SUB,NA
Green Rock,GR2,3,13,AB,NA,NA
Green Rock,GR2,3,14,TUR,NA,NA
Green Rock,GR2,3,15,HC,SUB,NA
Green Rock,GR2,3,16,AB,NA,NA
Green Rock,GR2,3,17,AB,NA,NA
Green Rock,GR2,3,18,MAC,NA,NA
Green Rock,GR2,3,19,HC,SUB,NA
Green Rock,GR2,3,20,MAC,NA,NA
Green Rock,GR2,3,21,TUR,NA,NA
Green Rock,GR2,3,22,AB,NA,NA
Green Rock,GR2,3,23,TUR,NA,NA
Green Rock,GR2,3,24,TUR,NA,NA
Green Rock,GR2,3,25,TUR,NA,NA
Green Rock,GR2,4,1,AB,NA,NA
Green Rock,GR2,4,2,TUR,NA,NA
Green Rock,GR2,4,3,AB,NA,NA
Green Rock,GR2,4,4,TUR,NA,NA
Green Rock,GR2,4,5,HC,SUB,NA
Green Rock,GR2,4,6,TUR,NA,NA
Green Rock,GR2,4,7,AB,NA,NA
Green Rock,GR2,4,8,AB,NA,NA
Green Rock,GR2,4,9,TUR,NA,NA
Green Rock,GR2,4,10,AB,NA,NA
Green Rock,GR2,4,11,HC,MAS,NA
Green Rock,GR2,4,12,TUR,NA,NA
Green Rock,GR2,4,13,TUR,NA,NA
Green Rock,GR2,4,14,HC,SUB,NA
